"externalId","classificationOfInstructionalProgramCode","courseNumber","courseTitle","subjectAbbreviation","departmentExternalId","institutionExternalId","facilityExternalId","description"
"ENGL125  SC","23.0101","ENGL125  SC","Victorian Novel","SENG","SENG","SC","SC","This course studies the English novel from 1840 to 1900, the era of its greatest cultural authority in Britain. Emphasis both on the development of novelistic form (the Victorian narrator, the multi-plot novel, experiments in point of view, the representation of consciousness) and on the novel's centrality in the representation and critique of nineteenth-century English culture and society (with regard to industrialization, urban experience, political representation, poverty and wealth, imperialism, the role of women in private and public life). Authors include the Brontes, Thackeray, Gaskell, Dickens, Eliot, and Hardy.
Formerly ENGL143.
"
"ENGL125C AF","","ENGL125C AF","Introduction to Afr-American Lit","PENG","PENG","PO","PO","Introduction to African American Literature: Middle Passage to Civil War. This interdisciplinary course presents an overview of African American literary tradition from African retentions, slave narratives and oral tradition, through memoir, autobiography, anti-lynching and revolutionary protest tracts, essays, poetry, criticism, and the beginnings of the Black novel in English."
"ENGL125C BK","","ENGL125C BK","Introduction to Afr-American Lit","PENG","PENG","PO","PO","Introduction to African American Literature: Middle Passage to Civil War. Ms. Thomas. Survey of 18th- and 19th-century Black Atlantic literary production, including oral and song texts, slave and emancipation narratives, autobiographical writing, early novels and poetry, with attention to cultural and political contexts, representations of race, gender and class, aesthetics of resistance, and African-centered literary constructions and criticism. Fall 2008."
"ENGL125D AF","","ENGL125D AF","Lit and Film of African Diaspora","PENG","PENG","PO","PO","This course investigates the major critical issues and expressive methods of African Diaspora film. We will address aesthetics and representations of race, class and gender and resonances between written and visual texts in which artists theorize the African Diaspora."
"ENGL125DLAF","","ENGL125DLAF","Lit/Film of African Diaspora Lab","PENG","PENG","PO","PO",""
"ENGL126  PZ","","ENGL126  PZ","Activist Poetics","ZENG","ZENG","PZ","PZ","What is the role of poetry in a time of political and ecological crisis? How can a poem respond to war, state violence, racism, climate change, and labor exploitation? Our writing experiments and readings will consider the poetics of testimony, documentary, and intervention, exploring how poets have pushed the shapes and sounds of poetry into new directions in order to address our times. We will also consider the role of local publishers and community-based literary initiatives in expanding the field of poetry. Students will compose their own creative projects in response to course material and their particular interests.  "
"ENGL127  PZ","","ENGL127  PZ","Ecopoetics & Photography","ZENG","ZENG","PZ","PZ","This interdisciplinary workshop is focused on creating works of poetry, photography, and performance that engage issues
of sustainability. We will explore texts and artworks from indigenous, feminist, queer, and intercultural perspectives, in
order to expand our notions of what "nature" means and how we interact with it. Students will create individual works and
collaborations, improving their skills in working in and across different media."
"ENGL128  PZ","","ENGL128  PZ","Writing the Body","ZENG","ZENG","PZ","PZ","In this course we will consider representations of illness, queerness, disability, and the post-human body in contemporary literature. We will explore, and sometimes explode, the myth of normalcy. No body is normal, even to itself. No body is ever one thing, but growing and falling apart in time. When we come to know that our bodies are perforated, what do we gain and what do we lose? How can a poem or a story unravel the contradictions between body, world, and mind, solitude and community, stigma and resistance, poison and cure? How does medical discourse limit how we think [about] the body? Students will respond to course material through creative writing and literary analysis. "
"ENGL129  PO","","ENGL129  PO","Spaces of Cultural Resistance","PENG","PENG","PO","PO","Spaces of Cultural Resistance. This interdisciplinary course focuses on postcolonial literature, film, spatial theory, and the means of imagining a successful post-Capitalist politics of decolonization, cultural reinvention, and community. We will foreground texts that invite discussion of race, gender, sex, and class in the context of globalization, new technologies, cultural dislocation, cataclysm, and diaspora."
"ENGL129  PZ","","ENGL129  PZ","Poetry and Public Space","ZENG","ZENG","PZ","PZ","This workshop is focused on finding and making poetry outside the walls of the classroom. Our writing experiments and readings will explore the relationship between poetry, documentary, activism, and the boundaries between public and private space. Students will compose their own site-specific works and contribute to a participatory poetry project in the surrounding community. A previous course in creative writing is required for enrollment in this course. Students without this pre-requisite may submit a writing sample for consideration."
"ENGL129  SC","23.0101","ENGL129  SC","Literature of the Fin de Siecle","SENG","SENG","SC","SC","This course examines the fiction, poetry, and drama of 1880-1905, a period of enormous innovation in literary form and expression.  Study of the major schools and movements of the fin de siecle-symbolism, naturalism, aestheticism, decadence-with emphasis on how the major writers of the period transformed 19th-century conventions into a new modernist vocabulary.  The focus is on British literature, with consideration of Continental writers as well. Authors include Zola, Schreiner, Hardy, Ibsen, Shaw, Huysmans, Wilde, James, and Conrad.
Formerly ENGL149.
"
"ENGL130  AF","","ENGL130  AF","Topics 20th C Afr Diaspora Lit","PENG","PENG","PO","PO","Topics in 20th-Century African Diaspora Literature. Topics change. Spring 2011: ìLiterature and Culture of the African Orishasî. Fall 2011: ìThe Black Detective Novel.î"
"ENGL130  PZ","","ENGL130  PZ","Adv Projects in Creative Writing","ZENG","ZENG","PZ","PZ","This course is intended as a capstone experience for students whose primary focus is creative writing. Students will complete advanced projects in poetry, fiction, creative nonfiction, or a combination of genres. Much of our time will be spent in workshop and creative response, helping each other's work grow in depth and direction. Our readings will give special attention to the creative process and contemporary book-length projects. Prerequisites: 3 creative writing courses. Seniors only. Instructor Permission Required."
"ENGL130  SC","23.0101","ENGL130  SC","Character and the Novel","SENG","SENG","SC","SC","This course studies representations of the individual from ancient to contemporary literature, with primary focus on 19th- and 20th-century fiction. Emphasis on recurring themes and problems inherent in literary characterization: formation of individual identity, representation of consciousness, solitude and the relation of self to society, heroism and anti-heroism, political implications of "representation," realism of fictional personhood.  Readings in theory and philosophy as well as in fiction and drama. Authors include Austen, Flaubert, Dostoevsky, Hardy, Freud, Joyce, Woolf, and Ishiguro. Formerly ENGL150."
"ENGL131  PZ","","ENGL131  PZ","Advanced Fiction Workshop","ZENG","ZENG","PZ","PZ","This course is intended to support the efforts of fiction writers with an established writing practice. Student work will be guided by workshop, writing exercises, and analysis of work by contemporary authors. In order to be considered, please send a writing sample of no more than 10 pages of fiction in a single document to barmendi@pitzer.edu. Priority deadline is April 12, after which submissions will be considered on a rolling basis. This course will be taught by Felicia Luna Lemus, Visiting Assistant Professor in creative writing. For more information, please contact Professor Brent Armendinger."
"ENGL131  SC","23.0101","ENGL131  SC","Modern British Novel","SENG","SENG","SC","SC","A study of British fiction of the Modernist period, 1900-1940.  Emphasis on the novels' formal innovations (in perspective, chronology, language, and frankness) and on their representation of a society in extreme transformation (in light of new theories of self, and of world war).  Authors include Conrad, Ford, Forster, Joyce, Woolf, Lawrence, Waugh, and Rhys. Formerly ENGL151."
